client_event_id,uid,date,summary,old_event_type,new_event_type,old_suggested_school,canonical_school,match_method,match_score,needs_manual_school_review
ics_f8871161920e94e5,1v2hq45g8eu9q9btmsse3l9s48@google.com,2026-02-11,Siena Career Fair 1 Photog,review,Special Event,Siena Career Fair Photog,,unmatched,0.5142857142857142,False
ics_77fd68479d6e5b46,2ng8ono9b0nqmnn4pm7gjsamhd@google.com,2025-09-24,Loudonville Christian Fall Photos (1 team),picture day,Fall Picture Day,Loudonville Christian Fall,Loudonville Christian,manual_alias,1.0,False
ics_f99caba72e4d706c,7mp2mn52n63v3ek5f7evsebkcc@google.com,2027-05-10,Milton Terrace RAIN 5th Grade Photo (1 photog),graduation/pano,Rain Date,Milton Terrace RAIN 5th Grade Photo,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_18ea7bb3d74cb5c4,265sngl3gfvp31krqeiu6hck67@google.com,2025-09-29,Chango Elem Picture Day (2 Teams),graduation/pano,Fall Picture Day,Chango Elementary School,Chango Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_5b232f2dd8fea848,2fnlfrtv9dk93mj7n4j64llovc@google.com,2026-10-29,HOLD Craig Elementary MAKEUPS (1 teams),makeup/retake,Makeup Day,HOLD Craig Elementary,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_4c30b227fb471f41,1m7gk9pj9jr7ajhqofai3i3l9h@google.com,2026-10-16,Green Tech Makeups (1 team),makeup/retake,Makeup Day,Green Tech,Green Tech MS/HS,manual_alias,1.0,False
ics_a995d463a45974e0,5s2nln3pmredi7anv2j3gl60qh@google.com,2025-11-04,Maywood Academy BOCES (1 team),review,Fall Picture Day,Maywood Academy BOCES,The Academies (AA/G),manual_alias,1.0,False
ics_7d22f23552b35e6d,50i84kbmv3qkjcvq8ed1md3bhd@google.com,2025-06-26,BKW Graduation 1 Photog,photo booth,Photo Booth,BKW Graduation Photog,,unmatched,0.5,False
ics_ccf441a4606d46b8,3n7sjeehjf5fke9om25kgbueet@google.com,2025-06-07,Brower Wedding Steph,review,Special Event,Brower Wedding,,unmatched,0.45454545454545453,False
ics_c3d56f9630b224f2,51rgllnji9jg9lm952r1uohovh@google.com,2025-11-18,AWB Makeup Day 2 (Matt),makeup/retake,Makeup Day,AWB,,unmatched,0.4,True
ics_8010e63013431ef3,4r3cm5bpd2622k0gmg0m40173r@google.com,2025-09-03,Albany Academy Fall Sports (2 photogs) AFTERNOON 2-4pm,internal/non-shoot review,Sports,Albany Academy,The Academies (AA/G),manual_alias,1.0,False
ics_e30017015441b9cf,4h2hin1og9g95pu9vl6p6fud8l@google.com,2025-07-11,Alloya Headshot 9:30AM (MATT),review,Headshots,Alloya Headshot,,unmatched,0.425531914893617,False
ics_9e92cf8389cf0e6e,6t660pe0bp0811383nrj7a1sju@google.com,2027-06-24,HOLD Arongen 5th Grade Graduation 8:00-10,graduation/pano,Special Event,HOLD Arongen 5th Grade Graduation,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_9f794b8623a1c2cf,0ube355ebj3ddf498v5necp3jj@google.com,2026-10-07,HOLD Cohoes HS Fall Sports (1 team),sports,Sports,HOLD Cohoes High School,Cohoes High School,fuzzy,1.0,False
ics_63e6c142f63753f7,0gnod42vkmm16i7vcic051ieq1@google.com,2027-05-07,HOLD Gardner-Dickinson Elem/Middle School (2 teams),graduation/pano,Special Event,HOLD Gardner-Dickinson Elementary School/Middle School,Gardner Dickinson,fuzzy,1.0,False
ics_d3d9b9afd209cef1,0acgtnr1m5kl832sa6ajl1uo36@google.com,2025-12-01,Northville Winter Sports (1 team),senior portraits,Sports,Northville,Northville Seniors,manual_alias,1.0,False
ics_bbfcef4448d387cc,1bcuoseusi3r4hct7rvo0ldn2r@google.com,2026-05-20,Keane 5th Grade Group Photo 10:15,graduation/pano,Special Event,Keane 5th Grade Group Photo,,unmatched,0.5,False
ics_a4eef2a7c212431c,1859o9icearidkebl3krega1fl@google.com,2025-09-26,Orenda Elementary School (2 teams),picture day,Fall Picture Day,Orenda Elementary School,,unmatched,0.65,True
ics_197ae34933b93590,0cbgpfel6lbnji4260rvag53n5@google.com,2026-09-23,Skano Elem Picture Day (2 teams),picture day,Fall Picture Day,Skano Elementary School,Skano Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_1a6ba0e897cc14bc,08ff3j6pnr4k7usbi0caq4pu25@google.com,2026-05-08,Pieter B Coeymans RAIN FOR PANO ONLY (1 Photog),graduation/pano,Rain Date,Pieter B Coeymans RAIN FOR ONLY,Pieter B Coeymans,fuzzy,1.0,False
ics_b45eadbd7371298a,23nqpvvrdprmhaqqlk4k3fai1f@google.com,2026-10-19,Learning Garden Childcare LATHAM (1 team),review,Fall Picture Day,Learning Garden Childcare LATHAM,Learning Garden Latham,manual_alias,1.0,False
ics_69ee2d2636d42db5,6o0afduttjq83rt89adp64mfit@google.com,2025-11-07,NEW Craig Elementary MAKEUPS (1 teams),makeup/retake,Makeup Day,NEW Craig Elementary,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_962afbf6500bfa38,1um9m2auakukdiv0d8bnvibn4p@google.com,2026-03-31,Mother Teresa GROUP pics (1 team),review,Special Event,Mother Teresa GROUP,,manual_alias,1.0,False
ics_e36360c8106e77d1,3gqosirhpp8o91r0hhe4u9shcu@google.com,2027-03-18,HOLD Jefferson 4th Grade Grads (2 teams),graduation/pano,Special Event,HOLD Jefferson 4th Grade Grads,,manual_alias,1.0,False
ics_47f535a26298d1a3,42lhv0baplotktsskd442b0mdk@google.com,2026-10-28,HOLD Glencliff Elem Makeup Day (1 team),makeup/retake,Makeup Day,HOLD Glencliff Elementary School,Glencliff Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_7ab33257cf4063ef,5jp84viab7hqnbj5897r5jtl6c@google.com,2026-09-22,HOLD Gardner-Dickinson Elem/Middle School (2 photogs + 1 asst),graduation/pano,Fall Picture Day,HOLD Gardner-Dickinson Elementary School/Middle School,Gardner Dickinson,fuzzy,1.0,False
ics_3b54af04b5df7aab,06bbv10ebhkkqgd6ol0dleul5o@google.com,2025-10-15,Cairo-Durham Middle/High Makeups (1 team),makeup/retake,Makeup Day,Cairo-Durham Middle/High,Cairo-Durham MS/HS,fuzzy,0.7619047619047619,False
ics_1690f712fe5e4402,662tl9f8721nl4upp4fvpvp1v5@google.com,2027-04-30,"Heatly School GR PK-5, 8th grade pano",graduation/pano,Special Event,Heatly School GR PK- 8th grade,Heatly School,manual_alias,1.0,False
ics_7024dc240f057a15,52452psr0grobpp9f95ud0k9b7@google.com,2026-02-12,Wildwood Seniors (1 team),senior portraits,Seniors,Wildwood,Wildwood,manual_alias,1.0,False
ics_5536a8930ebe7807,1gpfaj2ittadpmpel4cp9jhui4@google.com,2026-06-26,Northville Graduation Evening,graduation/pano,Special Event,Northville Graduation Evening,Northville,manual_alias,1.0,False
ics_131609ee56a26338,0k7tc7l68isgg8ts8kr2vvdsae@google.com,2026-09-08,Milton and Lauren Monthly Meeting,internal/non-shoot review,Call or Meeting,Milton Monthly Meeting,,unmatched,0.42105263157894735,False
ics_a9c862dd0096fb8e,17be7cein1hfog2q3uqhmvlvog@google.com,2025-11-14,Alb School of Humanities Makeup Day (1 team),makeup/retake,Makeup Day,Alb School of Humanities,,unmatched,0.6176470588235294,True
ics_001e925e98593d24,692h675pka4ogbn57trl2or5a7@google.com,2025-10-03,Steph Anniversary need half day or so,review,Fall Picture Day,Anniversary need half day or so,,unmatched,0.4489795918367347,True
ics_a1de1e8d914884fe,252qelrv1eeno5f5fj3uu7cn5j@google.com,2026-03-11,Arongen Yearbook Photos (1 photog),review,Special Event,Arongen Yearbook,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_cc94e37bcb6eaa32,46m2oeg1bsah1vvml4joip2l4c@google.com,2025-09-10,Green Tech MS/HS (1 team),graduation/pano,Fall Picture Day,Green Tech Middle School/High School,Green Tech MS/HS,manual_alias,1.0,False
ics_a892c313da821402,5t5k1akc4snpi13ne97idf4v2v@google.com,2025-08-25,Northville SENIORS (2 photogs),senior portraits,Seniors,Northville,Northville Seniors,manual_alias,1.0,False
ics_831d9ce7c6feac8b,0cdieuobal8secutgac2l8nu5o@google.com,2026-04-28,NEW Precious Hearts Daycare (1 team),spring picture day,Spring Picture Day,NEW Precious Hearts Daycare,Precious Hearts,fuzzy,1.0,False
ics_e8f71e6b264b6f85,615umij0fkpb768obkmif83oto@google.com,2025-11-17,Maple Leaf - Malta SOUTH (2 teams),review,Fall Picture Day,Maple Leaf - Malta SOUTH,Maple Leaf - Malta South,fuzzy,1.0,False
ics_8dc5258c2f4d2875,380cpijan8rl6c29vb6svnf627@google.com,2025-06-27,Hackett Middle School Moving Up Ceremony (1 photogs),review,Special Event,Hackett Middle School Moving Up Ceremony,,unmatched,0.5106382978723404,False
ics_c0f3eb5633c8cac6,7o1o3v0l70naqrk8be19nmpqce@google.com,2026-02-05,Karigon Yearbook Club Pics (1 photog),picture day,Spring Picture Day,Karigon Yearbook Club,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_f8ef879049f2fac7,38j66t9odpl3lev76e3opmsidj@google.com,2027-06-15,Heatly Field Day (1 photog),review,Special Event,Heatly Field Day,Heatly School,manual_alias,1.0,False
ics_bf0d41dfbae2a47e,71j823t8khovc9v4ltamlur3ip@google.com,2025-10-03,Jefferson Elementary School (3 teams),graduation/pano,Fall Picture Day,Jefferson Elementary School,Jefferson Elementary School (Schalmont School District),manual_alias,1.0,False
ics_2ff5446738c531b7,2lc182nf4bv35ttad48k2ihtnn@google.com,2026-09-20,Tricia Weaver Wedding Reception Time TBD 2 hour coverage,review,Special Event,Tricia Weaver Wedding Reception Time TBD hour coverage,,unmatched,0.36585365853658536,False
ics_159bb4fb94eef753,2hi43aisa6eqfkt3gf3q4m9iae@google.com,2025-09-10,Retake: Zihan [Alice] Zhao '26 (AA) 2:30PM,makeup/retake,Makeup Day,Retake Zihan Alice Zhao AA,,unmatched,0.36363636363636365,True
ics_384b508355ca683f,3qhmbcqg14qkf0jdqk4go8reqa@google.com,2025-09-23,Kids Express Fall Photos Day 1 (Matt+1),picture day,Fall Picture Day,Kids Express Fall Day,Kid's Express,fuzzy,0.96,False
ics_1732bc085f924d25,50edrbnsgbe5polksu2jdc95nr@google.com,2026-05-30,BKW Prom & PHOTO BOOTH,photo booth,Photo Booth,BKW Prom &,,unmatched,0.5,False
ics_69f627ae744a6a1c,1dqv0fgkn6ra9sogpih4v6975r@google.com,2025-09-15,OCTOBER SCHEDULING CALL 7:30PM,review,Fall Picture Day,OCTOBER SCHEDULING CALL,,unmatched,0.44,True
ics_1634e174a4203dea,1db7tl0cktqml8q4saksu1m2ot@google.com,2025-09-15,Capital Region BOCES Albany CTE Main (2 Teams),internal/non-shoot review,Fall Picture Day,Capital Region BOCES Albany CTE Main,,unmatched,0.5,True
ics_4edb13794915e9b4,2phqou7r00jkvslp05spcjs9pa@google.com,2026-06-18,Rosendale Elem Field Day RAIN DATE (1 photog),review,Rain Date,Rosendale Elementary School Field Day,Rosendale Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_8765378e0589ef69,4msu6ud8ksp1ohlvqhq42lucst@google.com,2026-05-10,Siena Photo Booth 6-8pm,internal/non-shoot review,Photo Booth,Siena,,unmatched,0.45161290322580644,False
ics_4d523a34b1b50570,62mv8rha77sf5lto8t35lq4tvs@google.com,2026-10-26,HOLD Wildwood School - Latham Site (Andrew +1),review,Fall Picture Day,HOLD Wildwood School - Latham Site,Wildwood,manual_alias,1.0,False
ics_466e5e77e8bf3a7d,7qcrv6qmpnrt6ouueel1atjv30@google.com,2027-03-09,Milton Terrace Yearbook Photos (1 photog),review,Special Event,Milton Terrace Yearbook,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_65311a4b5db7d980,2jp6e8tlt1tq2pl822473kjbd5@google.com,2025-06-12,Albany Cap Center Trade Show MATT,review,Special Event,Albany Cap Center Trade Show,,unmatched,0.5,False
ics_904a50b0fd4b9a28,5j29bje23m84tn7denms2gppi5@google.com,2026-04-17,Berne-Knox-Westerlo 8th Grade Pano (1 photog),internal/non-shoot review,Call or Meeting,Berne-Knox-Westerlo 8th Grade,,unmatched,0.3548387096774194,False
ics_04cf4b11882d3ba7,7gtqkltq3nt6ntr0hvtgdjakud@google.com,2025-10-01,Our Savior's Christian Fall Photos (1 team),graduation/pano,Fall Picture Day,Our Savior s Christian Fall,Our Saviors,manual_alias,1.0,False
ics_2aa38d8efac111f1,0qc7cng408pnn7tg5pbhv2j0td@google.com,2025-10-27,Two By Two Nursery School (1 team),makeup/retake,Makeup Day,By Nursery School,Two by Two Nursery,fuzzy,1.0,False
ics_4a6693700cc1c4ae,7oudu01mggtvdgn743uddpm6ih@google.com,2026-11-17,Atrea ELC (SHEN) Family Photo Night (1 photog),review,Fall Picture Day,Atrea ELC SHEN Family Photo Night,,unmatched,0.4186046511627907,True
ics_d7b4f990b00425c2,2puntdr0cv7fpibdtjiibqee80@google.com,2026-05-04,Heatly 8th grade pano RAIN (1 photog),graduation/pano,Rain Date,Heatly 8th grade RAIN,Heatly School,manual_alias,1.0,False
ics_9bde13e728940eb0,7kgl9iunj77cv0in8d2uag3qfu@google.com,2025-11-18,TSL Niskayuna UPK (1 photog),review,Fall Picture Day,TSL Niskayuna UPK,TSL Niskayuna UPK,fuzzy,1.0,False
ics_9186e94f4248dc9b,4mg3dih45cjup6sp0f5sf3rqs3@google.com,2025-06-18,Duanesburg Scholar Athlete Banquet (1 photog PM),review,Special Event,Duanesburg Scholar Athlete Banquet,Duanesburg,manual_alias,1.0,False
ics_7f2d54fd4cd72770,40dh4kiu3ajkc73dlp4enku57q@google.com,2026-08-13,Bourbon and Blooms  MATT,photo booth,Photo Booth,Bourbon Blooms,,unmatched,0.5,False
ics_38d43c8e9ca25beb,54jufljgm1arerclhdusrs5ud6@google.com,2026-05-01,Tesago Spring Pics & 5th Grade Group Photo (2 teams),graduation/pano,Special Event,Tesago & 5th Grade Group Photo,Tesago Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_f120d50117696ec6,0259899A-A101-41FD-83E3-C3BF1AF9999F,2026-05-20,No Steph if possible,review,Special Event,No if possible,,manual_alias,1.0,False
ics_f2b5ecff1e6fa1b5,5tkh377ssmvt9c50oi0gtunil8@google.com,2025-09-30,Hudson Valley Consortium Day 1 (1 team),senior portraits,Fall Picture Day,Hudson Valley Consortium Day,Hudson Valley Consortium,manual_alias,1.0,False
ics_6e1124ff50e54d61,0nrgkhk3kgiu0720bo2l7c5tpq@google.com,2026-02-24,"Sara Marie School ""Gala"" Headshots (Steph?)",review,Headshots,Sara Marie School Gala Headshots,Sara Marie School,manual_alias,1.0,False
ics_8ad2c31c29ea9b85,70pd37jp7c28biabm1ftndljnf@google.com,2026-04-09,NEW DATES Clifton KinderCare (1 team),spring picture day,Spring Picture Day,NEW DATES Clifton KinderCare,,unmatched,0.6666666666666666,True
ics_bae0c9bda2c501fd,24o0s4qnl0527v8vq5sjitstji@google.com,2027-02-11,HOLD Wildwood Seniors (1 team),senior portraits,Seniors,HOLD Wildwood,Wildwood,manual_alias,1.0,False
ics_6ae16d4fdd938496,17siufb2us8743kps69rc2ghat@google.com,2025-09-11,"Cairo-Durham MS & HS (2 days, 2 teams)",graduation/pano,Fall Picture Day,Cairo-Durham Middle School & High School,Cairo-Durham MS/HS,fuzzy,1.0,False
ics_6759698dbd0175a2,64ubvdtua866imk0m70radg7vb@google.com,2026-06-11,Spring Debrief,spring picture day,Spring Picture Day,Spring Debrief,,unmatched,0.47058823529411764,True
ics_7cec079a4463c0a3,541rvve251qotds9nsuc097el0@google.com,2025-09-24,Glencliff Elementary (2 teams),picture day,Fall Picture Day,Glencliff Elementary,Glencliff Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_6508b1b10d7d5032,30d557a5h9g0h0m7ljn6af8sl7@google.com,2026-05-07,HOLD Albany Academy Spring Photos (PS-4) (1 team),spring picture day,Spring Picture Day,HOLD Albany Academy Spring,The Academies (AA/G),manual_alias,1.0,False
ics_585001d0287d45c1,74q3rf0jd5cn5vo52j0ap203q8@google.com,2025-09-18,Steph Binghamton to Assist Kim Johnson,review,Fall Picture Day,Binghamton to Assist Kim Johnson,,unmatched,0.4,True
ics_ad77c015f160d552,B1E7C8C3-9542-4D4C-B4CB-E5EA4D704162,2025-06-10,AA board of trustees headshots 6;00,review,Headshots,AA board of trustees headshots,,unmatched,0.4,False
ics_631cce25289e16ac,7m762fhm4jfh52e4j2ngklkv4l@google.com,2025-10-29,Pieter B Coeymans Elem Picture Day (2 teams),picture day,Fall Picture Day,Pieter B Coeymans Elementary School,Pieter B Coeymans,fuzzy,1.0,False
ics_9ecda600bfe715cc,3a95pltlpj3an4n1d0f251ck5m@google.com,2026-03-08,Waterford Halfmoon Sweetheart Dance GIRLS 1 Photog,review,Special Event,Waterford Halfmoon Sweetheart Dance GIRLS Photog,Waterford MS/HS,manual_alias,1.0,False
ics_956c3d779ee6e80f,1lr9uoqqbn4fp4rtuvj7g7l3p7@google.com,2026-10-27,HOLD Wildwood School - Curry Road (Andrew + 1),review,Fall Picture Day,HOLD Wildwood School - Curry Road,Wildwood,manual_alias,1.0,False
ics_ef04782a0acaf724,263jfkev01g47oudjg79tc5fr5@google.com,2025-10-15,Hackett Middle School (2 teams),graduation/pano,Fall Picture Day,Hackett Middle School,,unmatched,0.6808510638297872,True
ics_9b6ef75476999c63,6qbjpmfh08pupaoopbmfui7n74@google.com,2026-09-08,Studio Staff Quarterly Meeting,internal/non-shoot review,Call or Meeting,Studio Staff Quarterly Meeting,,unmatched,0.38596491228070173,False
ics_ab6da7620dc90ed0,6sh46qpgi247qulclfhlvbl9k5@google.com,2026-06-26,New Lebanon Grad Group Photo (1 photog),senior portraits,Seniors,New Lebanon Grad Group Photo,,unmatched,0.7096774193548387,True
ics_31222213c0cb1cf8,582neeiv0gi2dj1j98fdlrh5gs@google.com,2026-05-04,Maureen Parker Branding/Headshots STEPH 3;00 PM,review,Headshots,Maureen Parker Branding/Headshots,,unmatched,0.4036697247706422,False
ics_fb4527bcdcd697d5,6nih1pbn9j9hdqu6l955b1dmd2@google.com,2026-04-23,NEW DATE Blessed Sacrament Spring Pics (REQ Andrew 1 team),graduation/pano,Spring Picture Day,NEW DATE Blessed Sacrament,Blessed Sacrament,fuzzy,1.0,False
ics_702bb481e59704a9,01tjte95quacl2htbrvjodguo6@google.com,2025-11-23,NO STEPH - FAMILY WEDDING,review,Special Event,NO - FAMILY WEDDING,,unmatched,0.42424242424242425,False
ics_aa3d517795b44be4,7d1qvrgirfpekdnbrfu0ausi1p@google.com,2025-10-30,Arongen Elem MAKEUP DAY (1 team),makeup/retake,Makeup Day,Arongen Elementary School,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_4fc097879f9bce35,61ch2sr83k5n5v3v9rtlngi2u6@google.com,2027-02-04,HOLD Karigon Yearbook Club Pics (1 photog),review,Special Event,HOLD Karigon Yearbook Club,Karigon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_9ec19425aee0b334,4vqa7b84l3f18bct9ck1rce2bi@google.com,2027-04-16,Malta Ave 5th Grade Pano RAIN (1 photog ),graduation/pano,Rain Date,Malta Ave RAIN,Malta Avenue Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_a83c7118d62358b5,06cd31ac27ttgcnpbv673eufeq@google.com,2026-03-20,Story Place Preschool (2 teams),spring picture day,Spring Picture Day,Story Place Preschool,Story Place Preschool,fuzzy,1.0,False
ics_7257d7a56fa50172,148h0ipk6e0hbino5lhcjnkdnj@google.com,2025-08-20,Waterford-Halfmoon Seniors (2 photogs),senior portraits,Seniors,Waterford-Halfmoon,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_8b11e4ef4bfa539c,4tjo8eeefo3nf5jjj90ai9csni@google.com,2026-04-22,Arongen Spring Pics & 5th Grade Pano (2 teams),graduation/pano,Special Event,Arongen &,Arongen Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_f1c9683e17f83edd,3hgsosikqfv1s701h23b9o0ijt@google.com,2026-05-06,Loudonville Christian Spring Photos (PK-5) (1 team),spring picture day,Spring Picture Day,Loudonville Christian Spring,Loudonville Christian,manual_alias,1.0,False
ics_60f1c60a3fad18ce,2dqt24ps0hti5aqgt93f90ldkj@google.com,2025-06-25,Ronald McDonald House Dinner Board Headshots,review,Headshots,Ronald McDonald House Dinner Board Headshots,,unmatched,0.3728813559322034,False
ics_c571c4d70e43b0f4,308cjvf0d9jq10lhcdvv1lgofg@google.com,2026-02-11,RPI Career Fair (11a-3pm),review,Special Event,RPI Career Fair,,unmatched,0.5,False
ics_ad771b1ab53c4b72,6gikafgtk6537jkg4gkoghpj55@google.com,2026-09-18,HOLD Waterford-Halfmoon Elementary (2 teams),review,Fall Picture Day,HOLD Waterford-Halfmoon Elementary,Waterford Halfmoon Elem,manual_alias,1.0,False
ics_b396b48f307d05cf,7hvus34nibs6iv7vcd6gcklsgi@google.com,2025-10-16,Hoosic MS/HS Makeups (1 team),makeup/retake,Makeup Day,Hoosic Middle School/High School,Hoosic Valley MS/HS,manual_alias,1.0,False
ics_95e74cc12f6a797d,7bk152shgaqusiurf77qa5reof@google.com,2026-04-01,Studio Staff Quarterly Meeting (SENIOR TRAINING),internal/non-shoot review,Seniors,Studio Staff Quarterly Meeting SENIOR TRAINING,,unmatched,0.4,True
ics_2a35cbb9fdb20507,5a9hctcpcslc5jf0dup83gh5m7@google.com,2027-06-11,LCS Bacc Evening (Matt),graduation/pano,Special Event,LCS Bacc Evening,,unmatched,0.5,False
ics_b86ab7c04d43b5d4,0vmi2dv3b4n6m26mourqhcl0gl@google.com,2027-05-14,Wood Road 5th Grade PANO RAIN DATE (1 photog),graduation/pano,Rain Date,Wood Road,Wood Road Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_9f89b967557c4a79,4i9d261gbl9ntlm1a5g9o75qo2@google.com,2025-11-14,Academy Winter Sports Day 1,sports,Sports,Academy Day,The Academies (AA/G),manual_alias,1.0,False
ics_2d9afda3fcc5008e,2kamhpsk2au178j37ttdsrso3a@google.com,2025-10-14,Shatekon Elementary (2 teams),review,Fall Picture Day,Shatekon Elementary,Shatekon Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_dda1677f91666465,5pl2vur9bdljjtcpufo7eu958r@google.com,2025-11-30,DCS 6th Grade Family Photo Day (Steph),graduation/pano,Fall Picture Day,DCS 6th Grade Family,,unmatched,0.4186046511627907,True
ics_ff09d6c484e91ef7,016is8e71ubb7iavg78a517tt9@google.com,2025-11-24,"TSL Kid's Crew, Scotia (1 team)",makeup/retake,Makeup Day,TSL Kid s Crew Scotia,TSL Scotia,fuzzy,1.0,False
ics_5194f3bdf7780cb7,3jmp572ilu8hevdck4n021cbc6@google.com,2025-10-07,Cohoes Senior Makeups (1 team),makeup/retake,Makeup Day,Cohoes Senior,Cohoes Seniors,fuzzy,0.9629629629629629,False
ics_056fa3fc5e10fb2b,614ju8ciuvfvvc6o1a4eput1jk@google.com,2025-10-07,Saint Madeleine's Fall Photos (1 team),picture day,Fall Picture Day,Saint Madeleine s Fall,Saint Madeleine,fuzzy,1.0,False
ics_04738593e49f6166,13b53n9tp3l5gc8bgbrvka68f4@google.com,2025-06-07,Waterford-Halfmoon Prom & Photobooth (1 Photog),photo booth,Photo Booth,Waterford-Halfmoon Prom & Photobooth,Waterford MS/HS,manual_alias,1.0,False
ics_310603409a130902,1t11dfm81aiu22k5oglg03cetm@google.com,2026-05-11,Milton Terrace Spring Photos + 5th Grade Pano (2 teams),graduation/pano,Special Event,Milton Terrace Spring,Milton Terrace Elementary School (Ballston Spa School District),manual_alias,1.0,False
ics_654b227d5c0dbaf8,04m10rcp5ps8n534b62vs478qn@google.com,2026-10-07,NEW Tech Valley HS (1 team),senior portraits,Fall Picture Day,NEW Tech Valley High School,Tech Valley Seniors,manual_alias,1.0,False
ics_10c2c9df231bf92d,36gki70ia5vvl72s96f8dglsga@google.com,2027-05-07,HOLD Chango 5th grade photo RAIN (10;15a 1 photog),graduation/pano,Rain Date,HOLD Chango 5th grade photo RAIN,Chango Elementary School (Shenendehowa School District),manual_alias,1.0,False
ics_ffd1f677a79b5cf9,7rpi1v6b5ovto8qmchnonmto4u@google.com,2026-03-31,Women's Summit LAUREN,review,Special Event,Women s Summit,,unmatched,0.4,False
ics_51b13d2270ac0301,6itukigf92t0a8gsglcsut0o1b@google.com,2025-11-05,Pleasant Valley Elem Makeups (1 team),makeup/retake,Makeup Day,Pleasant Valley Elementary School,,unmatched,0.7142857142857143,True
ics_8324e97d0a8fdd73,7326p9sidavkop0td8so4kdc12@google.com,2026-05-14,Maple Leaf Burnt Hills/Glenville (2 teams),spring picture day,Spring Picture Day,Maple Leaf Burnt Hills/Glenville,Maple Leaf - Burnt Hills,fuzzy,1.0,False
ics_c197c92fcec037cc,5nc8mdqnsaafvcjf0kak3mqgps@google.com,2025-10-20,Northville Makeup Day (1 team),makeup/retake,Makeup Day,Northville,Northville Seniors,manual_alias,1.0,False
ics_c1b15c9cb7ff6782,1fhohvp5pln8sqcmb4o3qjmbog@google.com,2026-05-27,AW Becker Elem Spring Photos (2 teams),graduation/pano,Spring Picture Day,AW Becker Elementary School Spring,,unmatched,0.7567567567567568,True
ics_99e1d829830bef86,3jlsh4vtdqpi8tg7fkernh550a@google.com,2026-11-04,HOLD Cohoes HS Makeups ALL (1 team),makeup/retake,Makeup Day,HOLD Cohoes High School ALL,Cohoes High School,fuzzy,1.0,False
ics_d418c6947126a79b,18ljms0s90vdqce69gnfhtf71a@google.com,2026-09-18,Duanesburg Elementary (2 teams+1),review,Fall Picture Day,Duanesburg Elementary,D'burg Elementary,manual_alias,1.0,False
ics_49174667c735af89,37fom7v356lectj2n4migck9fr@google.com,2025-10-14,Eagle Point Elementary (2 teams),review,Fall Picture Day,Eagle Point Elementary,,unmatched,0.7368421052631579,True
ics_9c144ade5f88270a,5q9gm12u3978hpqil3gjsg8s8e@google.com,2025-12-10,Cohoes HS Winter Sports (1 team),sports,Sports,Cohoes High School,Cohoes High School,fuzzy,1.0,False
ics_861f25ca7928d4ab,097nkn0k5s3bn4bc20dckjscnq@google.com,2026-09-18,Siena Headshots 12;30-3 (1 photog),picture day,Headshots,Siena Headshots,,unmatched,0.4444444444444444,False
ics_7d395aeadb5663d6,2lrbsaa9gi3cru3131j6a6ck24@google.com,2025-06-27,Cairo-Durham Graduation (2 photogs),senior portraits,Seniors,Cairo-Durham Graduation,,unmatched,0.6976744186046512,True
ics_a52140f1a08ec317,76das33q9ak7gm8d97a9d253a7@google.com,2026-09-24,HOLD Craig Elementary (2 teams),makeup/retake,Makeup Day,HOLD Craig Elementary,Craig Elementary School (Niskayuna School District),manual_alias,1.0,False
ics_dc646958c4cd649b,53a0sbft6luppa15t75ohh3loo@google.com,2025-10-30,Alloya Headshot 9am (Matt),review,Headshots,Alloya Headshot,,unmatched,0.43478260869565216,False
ics_68e1f2104a6f6d1c,0hmo6r5e32e779vqs5s11dkku4@google.com,2025-10-24,Berne-Knox-Westerlo Secondary Makeups (1 team),makeup/retake,Makeup Day,Berne-Knox-Westerlo Secondary,,unmatched,0.6190476190476191,True
ics_8fce0427c6a65240,5emu3pfbtkcdmc6c7jkq49pl9f@google.com,2025-09-09,BKW Fall Sports (1 team),sports,Sports,BKW,BKW Seniors,fuzzy,0.7619047619047619,False
ics_ca325b4653c087fa,55thbrafdvf7g4f4q8ii63csps@google.com,2026-04-14,KinderCare Niskayuna (2 teams),spring picture day,Spring Picture Day,KinderCare Niskayuna,Kindercare Niskayuna,manual_alias,1.0,False
